Id,Year,New Or Old,Name,Address,Production Origin,Color,Fuel,Car Gearbox,Used (kilomet),Price
4587884,2019,Xe cũ,"Mercedes Benz C class C200",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.5 L",số tự động,22000,1 Tỷ 195 Triệu
4821725,2023,Xe mới,"Toyota Veloz Cross Top 1.5 CVT",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.5 L",số tự động,0,608 Triệu
4836039,2015,Xe cũ,"Toyota Corolla altis 1.8G MT",Bình Dương,Xe lắp ráp trong nước,màu xanh,"máy xăng 1.8 L",số tay,66000,435 Triệu
4839489,2019,Xe cũ,"Hyundai Tucson 2.0 ATH",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,38000,780 Triệu
4303431,2022,Xe mới,"Hyundai Creta Đặc biệt 1.5 AT",TP HCM,Xe nhập khẩu,màu trắng,"máy xăng 1.5 L",số tự động,0,625 Triệu
4583647,2016,Xe cũ,"Mercedes Benz C class C250 Exclusive",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,50000,990 Triệu
4619425,2014,Xe cũ,"Kia K3 1.6 AT",Bắc Ninh,Xe lắp ráp trong nước,màu vàng,"máy xăng 1.6 L",số tự động,80000,396 Triệu
4700850,2018,Xe cũ,"Mercedes Benz S class S450L Luxury",Hà Nội,Xe lắp ráp trong nước,màu kem,"máy xăng 3.0 L",số tự động,25000,3 Tỷ 300 Triệu
4604063,2023,Xe mới,"Mitsubishi Attrage 1.2 CVT",Hà Nội,Xe nhập khẩu,màu bạc,"máy xăng 1.2 L",số tự động,0,420 Triệu
4839490,2023,Xe mới,"Ford Everest Titanium Plus 2.0L 4x4 AT",Hà Nội,Xe nhập khẩu,màu đỏ,"máy dầu 2.0 L",số tự động,0,1 Tỷ 452 Triệu
4492842,2023,Xe mới,"Toyota Veloz Cross Top 1.5 CVT",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.5 L",số tự động,0,650 Triệu
4734306,2016,Xe cũ,"Lexus GX 460",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 4.6 L",số tự động,73000,3 Tỷ 590 Triệu
4839488,2019,Xe cũ,"Ford Everest Trend 2.0L 4x2 AT",TP HCM,Xe nhập khẩu,màu vàng,"máy dầu 2.0 L",số tự động,49000,880 Triệu
4757665,2018,Xe cũ,"Mazda 3 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,54000,545 Triệu
4839485,2021,Xe cũ,"Toyota Rush 1.5S AT",TP HCM,Xe nhập khẩu,màu đỏ,"máy xăng 1.5 L",số tự động,22000,605 Triệu
4830138,2018,Xe cũ,"Chevrolet Colorado LTZ 2.5L 4x4 MT",Đăk Lăk,Xe nhập khẩu,màu đỏ,"máy dầu 2.5 L",số tay,43000,465 Triệu
4839476,2015,Xe cũ,"Kia Sportage GTline 2.0AT",Hà Nội,Xe nhập khẩu,màu xanh,"máy xăng",số tự động,59716,646 Triệu
4839472,2011,Xe cũ,"Mercedes Benz E class E250",Hải Dương,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.8 L",số tự động,110000,529 Triệu
4642561,2021,Xe cũ,"Toyota Corolla Cross 1.8HV",TP HCM,Xe nhập khẩu,màu đen,"xe hybrid 1.8 L",số tự động,17400,915 Triệu
4839468,2015,Xe cũ,"Kia Sportage GT Line",Hà Nội,Xe nhập khẩu,màu xanh,"máy xăng",số tự động,59000,646 Triệu
4177323,2022,Xe mới,"Mitsubishi Xpander Premium 1.5 AT",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 1.5 L",số tự động,0,620 Triệu
4839467,2018,Xe cũ,"Hyundai Tucson ATH",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng",số tự động,45000,725 Triệu
4246877,2022,Xe mới,"Mitsubishi Triton Athlete 4x4 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy dầu 2.4 L",số tự động,0,850 Triệu
4753240,2009,Xe cũ,"Ford Escape XLT 2.3L 4x4 AT",TP HCM,Xe lắp ráp trong nước,màu ghi,"máy xăng 2.3 L",số tự động,90000,345 Triệu
4761962,2017,Xe cũ,"Kia Cerato 2.0 AT",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,54000,495 Triệu
4793489,2018,Xe cũ,"Ford EcoSport Titanium 1.5L AT",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,60000,515 Triệu
4817883,2023,Xe mới,"Ford Everest Ambiente 2.0L 4x2 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy dầu 2.0 L",số tự động,0,1 Tỷ 86 Triệu
4834320,2023,Xe mới,"Ford Everest Titanium 2.0L 4x2 AT",Hà Nội,Xe nhập khẩu,màu đen,"máy dầu 2.0 L",số tự động,0,1 Tỷ 271 Triệu
4829929,2017,Xe cũ,"Toyota Fortuner 2.7V 4x2 AT",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 2.7 L",số tự động,70000,785 Triệu
4817425,2023,Xe mới,"Ford Territory Titanium 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu nâu,"máy xăng 1.5 L",số tự động,0,858 Triệu
4529084,2022,Xe mới,"LandRover Range Rover First Edition 3.0L",Hà Nội,Xe nhập khẩu,màu xám,"máy xăng",số tự động,0,11 Tỷ 839 Triệu
4409256,2023,Xe mới,"Ford Transit Tiêu chuẩn",Bà Rịa Vũng Tàu,Xe lắp ráp trong nước,màu bạc,"máy dầu 2.2 L",số tay,0,845 Triệu
4682595,2022,Xe mới,"Mitsubishi Triton Athlete 4x2 AT",TP HCM,Xe nhập khẩu,màu trắng,"máy dầu 2.4 L",số tự động,0,780 Triệu
4703754,2023,Xe mới,"Ford Territory Trend 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.5 L",số tự động,0,780 Triệu
4200031,2022,Xe mới,"Ford Explorer Limited 2.3L EcoBoost",TP HCM,Xe nhập khẩu,màu đen,"máy xăng 2.3 L",số tự động,0,2 Tỷ 299 Triệu
4149201,2022,Xe mới,"Mitsubishi Outlander 2.0 CVT",Bà Rịa Vũng Tàu,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,0,825 Triệu
4257939,2022,Xe mới,"MG ZS Standard 1.5 AT 2WD",Bình Dương,Xe nhập khẩu,màu bạc,"máy xăng 1.5 L",số tự động,0,519 Triệu
4257862,2022,Xe mới,"Mazda 3 1.5L Luxury",Thanh Hóa,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,0,719 Triệu
4814924,2015,Xe cũ,"Toyota Yaris 1.3G",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.3 L",số tự động,65365,466 Triệu
4733830,2020,Xe cũ,"Lexus NX 300",Hà Nội,Xe nhập khẩu,màu xám,"máy xăng 2.0 L",số tự động,30000,2 Tỷ 499 Triệu
4282560,2022,Xe mới,"Toyota Raize G 1.0 CVT",TP HCM,Xe nhập khẩu,màu trắng,"máy xăng 1.0 L",số tự động,0,547 Triệu
4716440,2022,Xe mới,"Mercedes Benz GLC 200",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,0,1 Tỷ 640 Triệu
4707349,2022,Xe mới,"Toyota Raize G 1.0 CVT",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.0 L",số tự động,0,540 Triệu
4737432,2022,Xe mới,"Mercedes Benz GLS 450 4Matic",TP HCM,Xe nhập khẩu,màu xanh,"máy xăng 3.0 L",số tự động,0,5 Tỷ 79 Triệu
4838201,2017,Xe cũ,"Toyota Innova 2.0E",Hà Nội,Xe lắp ráp trong nước,màu nâu,"máy xăng 2.0 L",số tay,70000,529 Triệu
4838730,2022,Xe cũ,"Mitsubishi Xpander Premium 1.5 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.5 L",số tự động,10000,650 Triệu
4671999,2010,Xe cũ,"Toyota Corolla XLi 1.6",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 1.6 L",số tự động,68000,389 Triệu
4836065,2020,Xe cũ,"Kia Morning Luxury",Hải Phòng,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.25 L",số tự động,35000,369 Triệu
4601262,2013,Xe cũ,"LandRover Range Rover Evoque Dynamic",Hà Nội,Xe nhập khẩu,màu đỏ,"máy xăng 2.0 L",số tự động,60000,890 Triệu
4521303,2022,Xe mới,"Toyota Alphard Luxury Executive Lounge",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 3.5 L",số tự động,0,4 Tỷ 280 Triệu
4804614,2023,Xe mới,"Toyota Vios E 1.5 MT",Hà Nội,Xe lắp ráp trong nước,màu cát,"máy xăng 1.5 L",số tay,0,459 Triệu
4833140,2019,Xe cũ,"Toyota Fortuner 2.7V 4x2 AT",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 2.7 L",số tự động,26000,915 Triệu
4579655,2021,Xe cũ,"Mercedes Benz GLC 300 4Matic",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,30000,2 Tỷ 130 Triệu
4806947,2022,Xe mới,"Kia Sorento Signature 2.2 AT AWD",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy dầu 2.2 L",số tự động,0,1 Tỷ 349 Triệu
4749116,2008,Xe cũ,"Lexus LX 570",Hà Nội,Xe nhập khẩu,màu vàng,"máy xăng 5.7 L",số tự động,120000,1 Tỷ 899 Triệu
4733369,2020,Xe cũ,"Ford Ranger XLS 2.2L 4x2 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy dầu 2.2 L",số tự động,30000,620 Triệu
4839461,2013,Xe cũ,"Kia Rio",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng",số tự động,70000,345 Triệu
4815248,2023,Xe mới,"Ford Ranger Wildtrak 2.0L 4x4 AT",Hà Nội,Xe lắp ráp trong nước,màu bạc,"máy dầu 2.0 L",số tự động,0,937 Triệu
4611772,2022,Xe mới,"Mercedes Benz C class C200 Avantgarde Plus",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,0,1 Tỷ 690 Triệu
4557913,2022,Xe mới,"Toyota Corolla Cross 1.8G",Hà Nội,Xe nhập khẩu,màu đỏ,"máy xăng 1.8 L",số tự động,0,710 Triệu
4452143,2022,Xe mới,"Toyota Corolla Cross 1.8V",Hà Nội,Xe nhập khẩu,màu đỏ,"máy xăng 1.8 L",số tự động,0,810 Triệu
4628129,2018,Xe cũ,"Porsche Panamera 3.0 V6",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 3.0 L",số tự động,30000,5 Tỷ 190 Triệu
4697328,2023,Xe mới,"Toyota Land Cruiser 3.5",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 3.4 L",số tự động,0,5 Tỷ 580 Triệu
4572025,2019,Xe cũ,"Honda Civic E 1.8 AT",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 1.8 L",số tự động,48000,620 Triệu
4834838,2021,Xe cũ,"Audi Q8",TP HCM,Xe nhập khẩu,màu trắng,"máy xăng",số tự động,5000,4 Tỷ 399 Triệu
4694858,2020,Xe cũ,"Ford Everest Titanium 2.0L 4x4 AT",TP HCM,Xe nhập khẩu,màu đen,"máy dầu 2.0 L",số tự động,44000,1 Tỷ 170 Triệu
4819544,2018,Xe cũ,"Nissan Navara VL Premium R",Hà Nội,Xe nhập khẩu,màu cam,"máy dầu 2.5 L",số tự động,50000,580 Triệu
4608298,2022,Xe cũ,"Mercedes Benz GLC 200",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,14,1 Tỷ 709 Triệu
4619426,2020,Xe cũ,"Lexus ES 250",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.5 L",số tự động,19000,2 Tỷ 450 Triệu
4818209,2016,Xe cũ,"LandRover Range Rover Sport HSE",TP HCM,Xe nhập khẩu,màu vàng,"máy xăng 3.0 L",số tự động,67000,2 Tỷ 739 Triệu
4832331,2004,Xe cũ,"Toyota Corolla altis 1.8G MT",Phú Thọ,Xe lắp ráp trong nước,màu đen,"máy xăng 1.8 L",số tay,230000,195 Triệu
4623032,2017,Xe cũ,"Ford Ranger XLT 2.2L 4x4 MT",Lâm Đồng,Xe nhập khẩu,màu trắng,"máy dầu 2.2 L",số tay,56000,550 Triệu
4663643,2007,Xe cũ,"Lexus LS 460",Bình Dương,Xe nhập khẩu,màu xanh,"máy xăng 4.6 L",số tự động,50000,835 Triệu
4762951,2023,Xe mới,"Bentley Bentayga S",TP HCM,Xe nhập khẩu,màu đỏ,"máy xăng 4.0 L",số tự động,0,20 Tỷ 254 Triệu
4687091,2021,Xe cũ,"Mercedes Benz GLC 300 4Matic",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,17000,2 Tỷ 199 Triệu
4263066,2006,Xe cũ,"Lexus GS 300",Thái Nguyên,Xe nhập khẩu,màu đỏ,"máy xăng 3.0 L",số tự động,16000,475 Triệu
4616587,2022,Xe mới,"Mazda CX5 Premium 2.0 AT",TP HCM,Xe lắp ráp trong nước,màu đỏ,"máy xăng 2.0 L",số tự động,0,819 Triệu
4834209,2023,Xe mới,"Ford Territory Trend 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 1.5 L",số tự động,0,769 Triệu
4612689,2016,Xe cũ,"Ford Ranger XLS 2.2L 4x2 MT",Đăk Lăk,Xe nhập khẩu,màu bạc,"máy dầu 2.2 L",số tay,77000,455 Triệu
4815190,2022,Xe mới,"Mercedes Benz GLS 450 4Matic",Hà Nội,Xe nhập khẩu,màu đỏ,"máy xăng 3.0 L",số tự động,0,5 Tỷ 309 Triệu
4813244,2010,Xe cũ,"Toyota Yaris 1.3 AT",Hà Nội,Xe nhập khẩu,màu xanh,"máy xăng 1.3 L",số tự động,80000,335 Triệu
4838378,2017,Xe cũ,"Mercedes Benz E class E200",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng",số tự động,48000,1 Tỷ 329 Triệu
4721873,2015,Xe cũ,"Mercedes Benz V class V220d CDI",TP HCM,Xe nhập khẩu,màu xanh,"máy dầu 2.1 L",số tự động,78000,999 Triệu
4727432,2020,Xe cũ,"Hyundai Elantra 2.0 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,32000,619 Triệu
4821222,2022,Xe cũ,"Ford Ranger Raptor 2.0L 4x4 AT",Hà Nội,Xe nhập khẩu,màu ghi,"máy dầu 2.0 L",số tự động,8000,1 Tỷ 160 Triệu
4776809,2022,Xe cũ,"Kia K3 Premium 1.6 AT",Hà Nội,Xe lắp ráp trong nước,màu xanh,"máy xăng 1.6 L",số tự động,12000,695 Triệu
4617644,2018,Xe cũ,"Mazda 3 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,4800,585 Triệu
4839447,2009,Xe cũ,"Mazda 3 AT",TP HCM,Xe lắp ráp trong nước,màu xanh,"máy xăng",số tự động,90000,285 Triệu
4839443,2019,Xe cũ,"LandRover Range Rover Ranrrove Lwb 3.0",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng",số tự động,19000,7 Tỷ 900 Triệu
4603901,2017,Xe cũ,"Ford Ranger Wildtrak 3.2L 4x4 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy dầu 3.2 L",số tự động,24000,758 Triệu
4716182,2018,Xe cũ,"Honda City 1.5",Đăk Lăk,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.5 L",số tự động,55316,435 Triệu
4830442,2020,Xe cũ,"Mercedes Benz C class C200 Exclusive",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,23000,1 Tỷ 379 Triệu
4806331,2015,Xe cũ,"Mitsubishi Pajero Sport G 4x4 AT",Hà Nội,Xe lắp ráp trong nước,màu vàng,"máy xăng 3.0 L",số tự động,80000,495 Triệu
4789884,2018,Xe cũ,"Toyota Fortuner 2.7V 4x2 AT",Hà Nội,Xe nhập khẩu,màu nâu,"máy xăng 2.7 L",số tự động,68000,840 Triệu
4784269,2021,Xe cũ,"Mazda CX5 Premium 2.0 AT",Bình Dương,Xe lắp ráp trong nước,màu đỏ,"máy xăng 2.0 L",số tự động,9000,799 Triệu
4554880,2011,Xe cũ,"Porsche Panamera 3.6 V6",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 3.6 L",số tự động,80000,1 Tỷ 268 Triệu
4722292,2015,Xe cũ,"Lexus LX 570",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 5.7 L",số tự động,70000,6 Tỷ 190 Triệu
4748034,2023,Xe mới,"Ford Everest Titanium Plus 2.0L 4x4 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy dầu 2.0 L",số tự động,0,1 Tỷ 452 Triệu
4830290,2012,Xe cũ,"Toyota Camry 2.4G",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.4 L",số tự động,85000,499 Triệu
4839442,2021,Xe cũ,"Mazda CX5 2.0AT",TP HCM,Xe lắp ráp trong nước,màu đen,"máy xăng",số tự động,60000,746 Triệu
4831381,2022,Xe cũ,"Toyota Corolla Cross 1.8G",Hà Nội,Xe nhập khẩu,màu đỏ,"máy xăng 1.8 L",số tự động,5200,780 Triệu
4672045,2016,Xe cũ,"Toyota Vios 1.5G",Hà Nội,Xe lắp ráp trong nước,màu bạc,"máy xăng 1.5 L",số tự động,51000,425 Triệu
4526196,2022,Xe mới,"Mercedes Benz C class C200 Avantgarde",Hải Phòng,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,0,1 Tỷ 669 Triệu
4676614,2022,Xe cũ,"Mercedes Benz S class S450 Luxury",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 3.0 L",số tự động,6000,5 Tỷ 179 Triệu
4451576,2022,Xe mới,"Toyota Corolla Cross 1.8G",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 1.8 L",số tự động,0,726 Triệu
4244415,2023,Xe mới,"Honda City G 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu bạc,"máy xăng 1.5 L",số tự động,0,489 Triệu
4642157,2022,Xe cũ,"Mercedes Benz GLC 200 4Matic",Hà Nội,Xe lắp ráp trong nước,màu xám,"máy xăng 2.0 L",số tự động,17,2 Tỷ 50 Triệu
23666,2022,Xe mới,"Suzuki Super Carry Van Blind Van",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.0 L",số tay,0,293 Triệu
4751352,2022,Xe mới,"VinFast VF9 Plus",TP HCM,Xe lắp ráp trong nước,màu xanh,"xe điện",số tự động,0,1 Tỷ 571 Triệu
4839437,2013,Xe cũ,"Nissan Sunny XL",TP HCM,Xe lắp ráp trong nước,màu bạc,"máy xăng",số tay,90000,210 Triệu
4832696,2021,Xe cũ,"Mitsubishi Xpander Cross 1.5 AT",TP HCM,Xe nhập khẩu,màu cam,"máy xăng 1.5 L",số tự động,7000,628 Triệu
4679816,2020,Xe cũ,"Mercedes Benz GLS 450 4Matic",Hà Nội,Xe nhập khẩu,màu xanh,"máy xăng 3.0 L",số tự động,31000,4 Tỷ 999 Triệu
4839444,2011,Xe cũ,"Toyota Yaris 1.5 AT",Hà Nội,Xe nhập khẩu,màu đỏ,"máy xăng",số tự động,110000,330 Triệu
4636049,2010,Xe cũ,"Toyota Prado TXL 4.0 V6",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 4.0 L",số tự động,150000,1 Tỷ 190 Triệu
4838215,2020,Xe cũ,"Toyota Fortuner 2.2D 1 cầu",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy dầu",số tự động,14000,1 Tỷ 35 Triệu
4727286,2014,Xe cũ,"Porsche Cayenne 3.6 V6",Hà Nam,Xe nhập khẩu,màu trắng,"máy xăng 3.6 L",số tự động,70000,1 Tỷ 820 Triệu
4731021,2015,Xe cũ,"Audi A5 Sportback 2.0",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 2.0 L",số tự động,75000,995 Triệu
4826555,2017,Xe cũ,"Mazda 3 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,48000,520 Triệu
4668812,2020,Xe cũ,"Hyundai Elantra 2.0 AT",TP HCM,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,20000,638 Triệu
4630635,2023,Xe mới,"Ford Territory Titanium 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu nâu,"máy xăng 1.5 L",số tự động,0,869 Triệu
4822520,2014,Xe cũ,"LandRover Range Rover Autobiography 5.0",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 5.0 L",số tự động,60000,4 Tỷ 890 Triệu
4802045,2016,Xe cũ,"Audi A6 1.8 TFSI",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.8 L",số tự động,60000,1 Tỷ 100 Triệu
4824509,2017,Xe cũ,"Ford EcoSport Trend 1.5L MT",TP HCM,Xe lắp ráp trong nước,màu xám,"máy xăng 1.5 L",số tay,50000,355 Triệu
4711577,2014,Xe cũ,"Lexus GX 460",TP HCM,Xe nhập khẩu,màu nâu,"máy xăng 4.6 L",số tự động,72646,3 Tỷ 800 Triệu
4814191,2020,Xe cũ,"Ford Ranger Raptor 2.0L 4x4 AT",Đà Nẵng,Xe nhập khẩu,màu xanh,"máy dầu 2.0 L",số tự động,38000,1 Tỷ 170 Triệu
4813430,2018,Xe cũ,"Toyota Camry 2.5Q",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.5 L",số tự động,61000,833 Triệu
4816542,2021,Xe cũ,"Kia Sorento Signature 2.2 AT AWD",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy dầu 2.2 L",số tự động,28000,1 Tỷ 190 Triệu
4774741,2020,Xe cũ,"Toyota Corolla Cross 1.8G",Hà Nội,Xe nhập khẩu,màu đỏ,"máy xăng 1.8 L",số tự động,7000,765 Triệu
4729542,2020,Xe cũ,"Mercedes Benz C class C300 AMG",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,1,1 Tỷ 530 Triệu
4828246,2020,Xe cũ,"Hyundai Elantra 1.6 AT",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 1.6 L",số tự động,28000,570 Triệu
4820722,2021,Xe cũ,"Toyota Land Cruiser 3.5 V6",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 3.4 L",số tự động,20000,4 Tỷ 885 Triệu
4741667,2017,Xe cũ,"Kia Cerato 1.6 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.6 L",số tự động,48965,490 Triệu
4551892,2022,Xe mới,"Ford Ranger Wildtrak 2.0L 4x4 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.0 L",số tự động,0,934 Triệu
4772519,2023,Xe mới,"Mitsubishi Triton 4x2 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy dầu 2.4 L",số tự động,0,620 Triệu
4826273,2021,Xe cũ,"Hyundai SantaFe Cao cấp 2.5L HTRAC",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.5 L",số tự động,6000,1 Tỷ 180 Triệu
4704767,2019,Xe cũ,"Hyundai i10 Grand 1.2 AT",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.25 L",số tự động,15000,399 Triệu
4811120,2010,Xe cũ,"Honda Civic 1.8 MT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.8 L",số tay,98476,228 Triệu
4778518,2023,Xe mới,"Ford Ranger XLS 2.0L 4x2 AT",Hà Nội,Xe lắp ráp trong nước,màu nâu,"máy dầu 2.2 L",số tự động,0,653 Triệu
4751679,2022,Xe mới,"BMW 3 Series 330i M Sport",Hải Phòng,Xe nhập khẩu,màu xanh,"máy xăng",số tự động,0,1 Tỷ 719 Triệu
4747382,2022,Xe cũ,"Lexus RX 300",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.0 L",số tự động,9000,3 Tỷ 330 Triệu
4307187,2022,Xe mới,"Hyundai Creta Tiêu chuẩn 1.5 AT",Đồng Nai,Xe nhập khẩu,màu đỏ,"máy xăng 1.5 L",số tự động,0,590 Triệu
4679042,2010,Xe cũ,"Lexus LS 460L",TP HCM,Xe nhập khẩu,màu trắng,"máy xăng 4.6 L",số tự động,77000,1 Tỷ 350 Triệu
4175675,2022,Xe mới,"VinFast VF9 Eco",Hà Nội,Xe lắp ráp trong nước,màu ghi,"xe điện",số tự động,0,1 Tỷ 443 Triệu
4810709,2018,Xe cũ,"Toyota Innova 2.0E",Hà Nội,Xe lắp ráp trong nước,màu bạc,"máy xăng 2.0 L",số tay,80000,570 Triệu
4690435,2021,Xe cũ,"Kia Seltos Premium 1.4 AT",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 1.4 L",số tự động,13000,719 Triệu
4809745,2023,Xe mới,"VinFast VF8 Eco",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"xe điện",số tự động,0,857 Triệu
4717449,2009,Xe cũ,"Kia Forte SLi 1.6 AT",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 1.6 L",số tự động,99000,289 Triệu
4839438,2013,Xe cũ,"Mercedes Benz C class C250 Exclusive",TP HCM,Xe lắp ráp trong nước,màu đỏ,"máy xăng",số tự động,110,444 Triệu
4753176,2020,Xe cũ,"Audi S8 4.0 TFSI Quattro",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 4.0 L",số tự động,12000,8 Tỷ 800 Triệu
4185294,2012,Xe cũ,"LandRover Range Rover Evoque Dynamic",Hà Nội,Xe nhập khẩu,màu đỏ,"máy xăng 2.0 L",số tự động,80000,980 Triệu
4549548,2022,Xe mới,"Ford Ranger XLS 2.0L 4x4 AT",Bình Dương,Xe lắp ráp trong nước,màu xám,"máy dầu 2.2 L",số tự động,0,756 Triệu
4839432,2001,Xe cũ,"Suzuki Carry MT",TP HCM,Xe lắp ráp trong nước,màu đen,"máy xăng",số tay,120000,100 Triệu
4839428,2009,Xe cũ,"Chevrolet Captiva MAXX LT",TP HCM,Xe lắp ráp trong nước,màu đen,"máy xăng",số tay,100000,220 Triệu
4814522,2015,Xe cũ,"McLaren 650s Spider",Hà Nội,Xe nhập khẩu,màu cam,"máy xăng 3.8 L",số tự động,30000,10 Tỷ 599 Triệu
4837389,2022,Xe cũ,"VinFast Lux SA 2.0 2.0 premium",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng",số tự động,13000,988 Triệu
4598424,2019,Xe cũ,"Lexus LX 570 Super Sport",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 5.7 L",số tự động,27000,8 Tỷ 998 Triệu
4817192,2022,Xe cũ,"VinFast Lux A 2.0 Tiêu chuẩn",Hải Phòng,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,10000,665 Triệu
4595479,2019,Xe cũ,"Toyota Camry 2.5Q",TP HCM,Xe nhập khẩu,màu đen,"máy xăng 2.5 L",số tự động,63865,1 Tỷ 180 Triệu
4593078,2022,Xe mới,"Ford Ranger XLT 2.0L 4x4 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.2 L",số tự động,0,830 Triệu
4665263,2022,Xe mới,"VinFast VF8 Eco",Hà Nội,Xe lắp ráp trong nước,màu xanh,"xe điện",số tự động,0,907 Triệu
